/usr/local/bin/python3.6 /home/spec/PycharmProjects/NN-Data-Classification/main_example.py
TRAIN | Epoch: 177 | Loss: 0.11538461538461539 | Accuracy: 0.8846153846153846
TRAIN | Epoch: 178 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 179 | Loss: 0.14903846153846154 | Accuracy: 0.8509615384615384
TRAIN | Epoch: 180 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 181 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 182 | Loss: 0.19230769230769232 | Accuracy: 0.8076923076923077
TRAIN | Epoch: 183 | Loss: 0.16346153846153846 | Accuracy: 0.8365384615384616
TRAIN | Epoch: 184 | Loss: 0.1346153846153846 | Accuracy: 0.8653846153846154
TRAIN | Epoch: 185 | Loss: 0.14903846153846154 | Accuracy: 0.8509615384615384
TRAIN | Epoch: 186 | Loss: 0.14423076923076922 | Accuracy: 0.8557692307692307
TRAIN | Epoch: 187 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 188 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 189 | Loss: 0.07692307692307693 | Accuracy: 0.9230769230769231
TRAIN | Epoch: 190 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 191 | Loss: 0.14903846153846154 | Accuracy: 0.8509615384615384
TRAIN | Epoch: 192 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 193 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 194 | Loss: 0.09134615384615384 | Accuracy: 0.9086538461538461
TRAIN | Epoch: 195 | Loss: 0.09134615384615384 | Accuracy: 0.9086538461538461
TRAIN | Epoch: 196 | Loss: 0.07692307692307693 | Accuracy: 0.9230769230769231
TRAIN | Epoch: 197 | Loss: 0.12980769230769232 | Accuracy: 0.8701923076923077
TRAIN | Epoch: 198 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 199 | Loss: 0.11057692307692307 | Accuracy: 0.8894230769230769
TRAIN | Epoch: 200 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 201 | Loss: 0.11057692307692307 | Accuracy: 0.8894230769230769
TRAIN | Epoch: 202 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 203 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 204 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 205 | Loss: 0.09134615384615384 | Accuracy: 0.9086538461538461
TRAIN | Epoch: 206 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 207 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 208 | Loss: 0.1346153846153846 | Accuracy: 0.8653846153846154
TRAIN | Epoch: 209 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 210 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 211 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 212 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 213 | Loss: 0.21153846153846154 | Accuracy: 0.7884615384615384
TRAIN | Epoch: 214 | Loss: 0.10576923076923077 | Accuracy: 0.8942307692307693
TRAIN | Epoch: 215 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 216 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 217 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 218 | Loss: 0.15384615384615385 | Accuracy: 0.8461538461538461
TRAIN | Epoch: 219 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 220 | Loss: 0.1201923076923077 | Accuracy: 0.8798076923076923
TRAIN | Epoch: 221 | Loss: 0.12980769230769232 | Accuracy: 0.8701923076923077
TRAIN | Epoch: 222 | Loss: 0.08653846153846154 | Accuracy: 0.9134615384615384
TRAIN | Epoch: 223 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 224 | Loss: 0.09134615384615384 | Accuracy: 0.9086538461538461
