Starting...
Training and testing...
TRAIN | Epoch: 0 | Loss: 3.858332765199953 | Accuracy: 0.019982269503546098
TEST | Epoch: 20 | Loss: 0.442277221219638 | Accuracy: 0.8497872340425532
TRAIN | Epoch: 21 | Loss: 0.271520270478656 | Accuracy: 0.8980939716312056
TEST | Epoch: 21 | Loss: 0.44086440054456894 | Accuracy: 0.8534574468085107
TRAIN | Epoch: 22 | Loss: 0.26177907625616936 | Accuracy: 0.900886524822695
TEST | Epoch: 22 | Loss: 0.43388381168208245 | Accuracy: 0.8565957446808511
TRAIN | Epoch: 23 | Loss: 0.27293570505073916 | Accuracy: 0.8961879432624114
TEST | Epoch: 23 | Loss: 0.4507799958799865 | Accuracy: 0.8530319148936171
TRAIN | Epoch: 24 | Loss: 0.2565529846747025 | Accuracy: 0.9035904255319149
TEST | Epoch: 24 | Loss: 0.4375739327828214 | Accuracy: 0.8548936170212766
TRAIN | Epoch: 25 | Loss: 0.2518811003900431 | Accuracy: 0.9060195035460993
TEST | Epoch: 25 | Loss: 0.4331698082713924 | Accuracy: 0.8583510638297872
TRAIN | Epoch: 26 | Loss: 0.24468806624871745 | Accuracy: 0.9078102836879433
TEST | Epoch: 26 | Loss: 0.4311052043624739 | Accuracy: 0.8599468085106383
TRAIN | Epoch: 27 | Loss: 0.23718918096370611 | Accuracy: 0.9085372340425532
TEST | Epoch: 27 | Loss: 0.4291899286268848 | Accuracy: 0.8595212765957447
TRAIN | Epoch: 28 | Loss: 0.23197581655224572 | Accuracy: 0.9122960992907801
TEST | Epoch: 28 | Loss: 0.43214668973301656 | Accuracy: 0.8581914893617021
TRAIN | Epoch: 29 | Loss: 0.2314099202827941 | Accuracy: 0.9122251773049646
TEST | Epoch: 29 | Loss: 0.43429353180945096 | Accuracy: 0.8597340425531915
TRAIN | Epoch: 30 | Loss: 0.22478955878494591 | Accuracy: 0.9145035460992907
TEST | Epoch: 30 | Loss: 0.43339212043660963 | Accuracy: 0.862659574468085
TRAIN | Epoch: 31 | Loss: 0.23091570729815314 | Accuracy: 0.9100620567375887
TEST | Epoch: 31 | Loss: 0.4425502743874781 | Accuracy: 0.8574468085106383
TRAIN | Epoch: 32 | Loss: 0.22137011243671226 | Accuracy: 0.9145212765957447
TEST | Epoch: 32 | Loss: 0.4383226704489492 | Accuracy: 0.8571276595744681
TRAIN | Epoch: 33 | Loss: 0.21689842160431227 | Accuracy: 0.9160992907801419
TEST | Epoch: 33 | Loss: 0.4344543661419729 | Accuracy: 0.8568085106382979
TRAIN | Epoch: 34 | Loss: 0.21911844266213593 | Accuracy: 0.9148492907801419
TEST | Epoch: 34 | Loss: 0.44680333937023786 | Accuracy: 0.8581914893617021
TRAIN | Epoch: 35 | Loss: 0.2145261092526309 | Accuracy: 0.9167553191489362
TEST | Epoch: 35 | Loss: 0.44433906380263966 | Accuracy: 0.8570212765957447
TRAIN | Epoch: 36 | Loss: 0.21461898871955495 | Accuracy: 0.9161879432624114
TEST | Epoch: 36 | Loss: 0.44315857092548055 | Accuracy: 0.8573936170212766
TRAIN | Epoch: 37 | Loss: 0.21008852372455453 | Accuracy: 0.9187588652482269
TEST | Epoch: 37 | Loss: 0.4453552040564033 | Accuracy: 0.8596276595744681
TRAIN | Epoch: 38 | Loss: 0.20819282465218356 | Accuracy: 0.9181826241134752
TEST | Epoch: 38 | Loss: 0.4445975515657843 | Accuracy: 0.8613829787234043
TRAIN | Epoch: 39 | Loss: 0.20079295239176193 | Accuracy: 0.922677304964539
TEST | Epoch: 39 | Loss: 0.44007236463767146 | Accuracy: 0.864468085106383
TRAIN | Epoch: 40 | Loss: 0.20223474172674624 | Accuracy: 0.9217641843971631
TEST | Epoch: 40 | Loss: 0.4473574928481357 | Accuracy: 0.8593617021276596
TRAIN | Epoch: 41 | Loss: 0.2070532592083994 | Accuracy: 0.9188386524822695
TEST | Epoch: 41 | Loss: 0.46038170979871745 | Accuracy: 0.856968085106383
TRAIN | Epoch: 42 | Loss: 0.19351976331468437 | Accuracy: 0.9248049645390071
TEST | Epoch: 42 | Loss: 0.443662012277476 | Accuracy: 0.8613297872340425
TRAIN | Epoch: 43 | Loss: 0.1939127715548458 | Accuracy: 0.922845744680851
TEST | Epoch: 43 | Loss: 0.450189397552878 | Accuracy: 0.8603191489361702
TRAIN | Epoch: 44 | Loss: 0.19215132480026792 | Accuracy: 0.9238829787234043
TEST | Epoch: 44 | Loss: 0.4496314579734529 | Accuracy: 0.8607446808510638
TRAIN | Epoch: 45 | Loss: 0.1952078011253277 | Accuracy: 0.9213297872340426
TEST | Epoch: 45 | Loss: 0.46128369307033135 | Accuracy: 0.858563829787234
TRAIN | Epoch: 46 | Loss: 0.18761278190751154 | Accuracy: 0.9257978723404255
TEST | Epoch: 46 | Loss: 0.45269568804099747 | Accuracy: 0.8589893617021277
TRAIN | Epoch: 47 | Loss: 0.18594666078387545 | Accuracy: 0.9263475177304965
TEST | Epoch: 47 | Loss: 0.4507224728869193 | Accuracy: 0.8607978723404255
TRAIN | Epoch: 48 | Loss: 0.18597132700784183 | Accuracy: 0.9269858156028369
TEST | Epoch: 48 | Loss: 0.4615651967919947 | Accuracy: 0.8587234042553191
TRAIN | Epoch: 49 | Loss: 0.18569110875509523 | Accuracy: 0.9270301418439716
TEST | Epoch: 49 | Loss: 0.46230473778519526 | Accuracy: 0.8603723404255319
TRAIN | Epoch: 50 | Loss: 0.18284309874643867 | Accuracy: 0.9281914893617021
TEST | Epoch: 50 | Loss: 0.45956239312643044 | Accuracy: 0.8618085106382979
TRAIN | Epoch: 51 | Loss: 0.18001444827883917 | Accuracy: 0.9274024822695035
TEST | Epoch: 51 | Loss: 0.4644086220300874 | Accuracy: 0.8590425531914894
TRAIN | Epoch: 52 | Loss: 0.18378585767798156 | Accuracy: 0.9258510638297872
TEST | Epoch: 52 | Loss: 0.4868085529947759 | Accuracy: 0.8594148936170213
TRAIN | Epoch: 53 | Loss: 0.17947567822908064 | Accuracy: 0.9281382978723405
TEST | Epoch: 53 | Loss: 0.46824925685785934 | Accuracy: 0.8596276595744681
TRAIN | Epoch: 54 | Loss: 0.17373681365931812 | Accuracy: 0.930168439716312
TEST | Epoch: 54 | Loss: 0.46979902370711046 | Accuracy: 0.8588297872340426
TRAIN | Epoch: 55 | Loss: 0.16984062444599396 | Accuracy: 0.9326950354609929
TEST | Epoch: 55 | Loss: 0.4712777273843377 | Accuracy: 0.8599468085106383
TRAIN | Epoch: 56 | Loss: 0.1750835561257019 | Accuracy: 0.930186170212766
TEST | Epoch: 56 | Loss: 0.48292584809523537 | Accuracy: 0.8582978723404255
TRAIN | Epoch: 57 | Loss: 0.1743866267962688 | Accuracy: 0.9309397163120567
TEST | Epoch: 57 | Loss: 0.4738208695098969 | Accuracy: 0.8601063829787234
TRAIN | Epoch: 58 | Loss: 0.17060534520923232 | Accuracy: 0.9314007092198582
TEST | Epoch: 58 | Loss: 0.4837668388437185 | Accuracy: 0.8594148936170213
TRAIN | Epoch: 59 | Loss: 0.16661245649143064 | Accuracy: 0.9332624113475178
TEST | Epoch: 59 | Loss: 0.48341366357668836 | Accuracy: 0.8612765957446809
TRAIN | Epoch: 60 | Loss: 0.17294135547567696 | Accuracy: 0.9318528368794327
TEST | Epoch: 60 | Loss: 0.48221408389167536 | Accuracy: 0.8584574468085107
TRAIN | Epoch: 61 | Loss: 0.16598246496928265 | Accuracy: 0.9336613475177304
TEST | Epoch: 61 | Loss: 0.4819331677545653 | Accuracy: 0.8592553191489362
TRAIN | Epoch: 62 | Loss: 0.1698106345100055 | Accuracy: 0.931427304964539
TEST | Epoch: 62 | Loss: 0.48896124442705996 | Accuracy: 0.8594148936170213
TRAIN | Epoch: 63 | Loss: 0.17005388381408348 | Accuracy: 0.9306826241134751
TEST | Epoch: 63 | Loss: 0.49432486195330727 | Accuracy: 0.8562765957446808
TRAIN | Epoch: 64 | Loss: 0.16370191061913283 | Accuracy: 0.9348049645390071
TEST | Epoch: 64 | Loss: 0.4851119427932004 | Accuracy: 0.8600531914893617
TRAIN | Epoch: 65 | Loss: 0.16451172712488452 | Accuracy: 0.9332269503546099
TEST | Epoch: 65 | Loss: 0.4944938311885362 | Accuracy: 0.8592553191489362
TRAIN | Epoch: 66 | Loss: 0.15883641399395385 | Accuracy: 0.9365248226950355
TEST | Epoch: 66 | Loss: 0.48762198295714876 | Accuracy: 0.8601063829787234
TRAIN | Epoch: 67 | Loss: 0.16294918782297327 | Accuracy: 0.9343882978723405
TEST | Epoch: 67 | Loss: 0.5013241189567076 | Accuracy: 0.8586702127659575
TRAIN | Epoch: 68 | Loss: 0.16087015427552395 | Accuracy: 0.9344060283687943
TEST | Epoch: 68 | Loss: 0.4932301075205876 | Accuracy: 0.8601063829787234
TRAIN | Epoch: 69 | Loss: 0.15836561509788696 | Accuracy: 0.9357003546099291
TEST | Epoch: 69 | Loss: 0.4900103756036949 | Accuracy: 0.8615425531914893
TRAIN | Epoch: 70 | Loss: 0.156600938494258 | Accuracy: 0.9368794326241134
TEST | Epoch: 70 | Loss: 0.4994199978707142 | Accuracy: 0.8599468085106383
TRAIN | Epoch: 71 | Loss: 0.15743664630969606 | Accuracy: 0.9358865248226951
TEST | Epoch: 71 | Loss: 0.4977314766753122 | Accuracy: 0.8593617021276596
TRAIN | Epoch: 72 | Loss: 0.15613445222591707 | Accuracy: 0.937508865248227
TEST | Epoch: 72 | Loss: 0.4946342115186742 | Accuracy: 0.8602127659574468
TRAIN | Epoch: 73 | Loss: 0.1521526818105693 | Accuracy: 0.9391755319148937
TEST | Epoch: 73 | Loss: 0.49973323037365014 | Accuracy: 0.86
TRAIN | Epoch: 74 | Loss: 0.15478863722663874 | Accuracy: 0.9371099290780142
TEST | Epoch: 74 | Loss: 0.5065026634624035 | Accuracy: 0.8591489361702128
TRAIN | Epoch: 75 | Loss: 0.15575389318958194 | Accuracy: 0.9365514184397163
TEST | Epoch: 75 | Loss: 0.5132653358412091 | Accuracy: 0.859468085106383
TRAIN | Epoch: 76 | Loss: 0.1552612311264954 | Accuracy: 0.9386258865248227
TEST | Epoch: 76 | Loss: 0.5066433033387535 | Accuracy: 0.8565957446808511
TRAIN | Epoch: 77 | Loss: 0.15058167108896517 | Accuracy: 0.9394148936170212
TEST | Epoch: 77 | Loss: 0.5122401145275243 | Accuracy: 0.8590425531914894
TRAIN | Epoch: 78 | Loss: 0.15000879855063637 | Accuracy: 0.9394237588652482
TEST | Epoch: 78 | Loss: 0.5135437234083658 | Accuracy: 0.855531914893617
TRAIN | Epoch: 79 | Loss: 0.1527864698298231 | Accuracy: 0.9379343971631205
TEST | Epoch: 79 | Loss: 0.515066381196053 | Accuracy: 0.8587765957446809
TRAIN | Epoch: 80 | Loss: 0.15010219997873486 | Accuracy: 0.9391489361702128
TEST | Epoch: 80 | Loss: 0.5159712866678295 | Accuracy: 0.8577127659574468
TRAIN | Epoch: 81 | Loss: 0.14993286098498904 | Accuracy: 0.9391312056737589
TEST | Epoch: 81 | Loss: 0.5138281572535431 | Accuracy: 0.8582978723404255
TRAIN | Epoch: 82 | Loss: 0.14412239470989374 | Accuracy: 0.9421187943262411
TEST | Epoch: 82 | Loss: 0.5104832607489468 | Accuracy: 0.86
TRAIN | Epoch: 83 | Loss: 0.15169305906264569 | Accuracy: 0.9383156028368794
TEST | Epoch: 83 | Loss: 0.5145708240960768 | Accuracy: 0.8550531914893617
TRAIN | Epoch: 84 | Loss: 0.14746521646281618 | Accuracy: 0.9405762411347518
TEST | Epoch: 84 | Loss: 0.5202439289360797 | Accuracy: 0.8573936170212766
TRAIN | Epoch: 85 | Loss: 0.1536484216840279 | Accuracy: 0.9375177304964539
TEST | Epoch: 85 | Loss: 0.5160061437527456 | Accuracy: 0.8568617021276596
TRAIN | Epoch: 86 | Loss: 0.14278180035956392 | Accuracy: 0.9423758865248227
TEST | Epoch: 86 | Loss: 0.5171158645624735 | Accuracy: 0.8593617021276596
TRAIN | Epoch: 87 | Loss: 0.14302518398165692 | Accuracy: 0.9417021276595745
TEST | Epoch: 87 | Loss: 0.5099229557467269 | Accuracy: 0.8582446808510639
TRAIN | Epoch: 88 | Loss: 0.14524707270027348 | Accuracy: 0.9414095744680852
TEST | Epoch: 88 | Loss: 0.5208952955318877 | Accuracy: 0.8565425531914893
TRAIN | Epoch: 89 | Loss: 0.14613783479853212 | Accuracy: 0.9400886524822695
TEST | Epoch: 89 | Loss: 0.517319901172219 | Accuracy: 0.8569148936170212
TRAIN | Epoch: 90 | Loss: 0.1416531754599212 | Accuracy: 0.9425620567375886
TEST | Epoch: 90 | Loss: 0.5188143354616315 | Accuracy: 0.8592021276595745
TRAIN | Epoch: 91 | Loss: 0.14119917014274067 | Accuracy: 0.9428368794326241
TEST | Epoch: 91 | Loss: 0.5346245350652101 | Accuracy: 0.8577127659574468
TRAIN | Epoch: 92 | Loss: 0.13950344212689716 | Accuracy: 0.9429432624113475
TEST | Epoch: 92 | Loss: 0.5307541749108888 | Accuracy: 0.8581914893617021
TRAIN | Epoch: 93 | Loss: 0.14241670230217243 | Accuracy: 0.9418794326241134
TEST | Epoch: 93 | Loss: 0.5283349262205901 | Accuracy: 0.855531914893617
TRAIN | Epoch: 94 | Loss: 0.14105136390844034 | Accuracy: 0.9428723404255319
TEST | Epoch: 94 | Loss: 0.529375355223682 | Accuracy: 0.8567021276595744
TRAIN | Epoch: 95 | Loss: 0.13652812910809967 | Accuracy: 0.9439982269503546
TEST | Epoch: 95 | Loss: 0.5309906504683362 | Accuracy: 0.8572340425531915
TRAIN | Epoch: 96 | Loss: 0.13903454122577322 | Accuracy: 0.9432446808510638
TEST | Epoch: 96 | Loss: 0.5378399293172352 | Accuracy: 0.8567021276595744
TRAIN | Epoch: 97 | Loss: 0.1414053058724958 | Accuracy: 0.942313829787234
TEST | Epoch: 97 | Loss: 0.550010790245844 | Accuracy: 0.8539361702127659
TRAIN | Epoch: 98 | Loss: 0.13769931101151445 | Accuracy: 0.9444237588652482
TEST | Epoch: 98 | Loss: 0.5385497871508301 | Accuracy: 0.8568085106382979
TRAIN | Epoch: 99 | Loss: 0.13980920255327656 | Accuracy: 0.9435195035460993
TEST | Epoch: 99 | Loss: 0.5439603972466 | Accuracy: 0.8544148936170213
TRAIN | Epoch: 100 | Loss: 0.13822457050210607 | Accuracy: 0.9436258865248227
TEST | Epoch: 100 | Loss: 0.539017854430303 | Accuracy: 0.8575
TRAIN | Epoch: 101 | Loss: 0.1367414987644064 | Accuracy: 0.9445478723404256
TEST | Epoch: 101 | Loss: 0.5440602335107705 | Accuracy: 0.8584574468085107
TRAIN | Epoch: 102 | Loss: 0.1378751091337708 | Accuracy: 0.9432712765957447
TEST | Epoch: 102 | Loss: 0.5554088725913876 | Accuracy: 0.856968085106383
TRAIN | Epoch: 103 | Loss: 0.14365491589597254 | Accuracy: 0.9418528368794327
TEST | Epoch: 103 | Loss: 0.5547658626265758 | Accuracy: 0.8492021276595745
TRAIN | Epoch: 104 | Loss: 0.14179481076896247 | Accuracy: 0.9420390070921986
TEST | Epoch: 104 | Loss: 0.5557168733695078 | Accuracy: 0.8529787234042553
TRAIN | Epoch: 105 | Loss: 0.140617149261223 | Accuracy: 0.9423492907801418
TEST | Epoch: 105 | Loss: 0.5629433213674526 | Accuracy: 0.8515425531914894
TRAIN | Epoch: 106 | Loss: 0.13488181871000438 | Accuracy: 0.9459485815602837
TEST | Epoch: 106 | Loss: 0.5507776315885914 | Accuracy: 0.8548936170212766
TRAIN | Epoch: 107 | Loss: 0.1349255509840222 | Accuracy: 0.9448049645390071
TEST | Epoch: 107 | Loss: 0.5456343667154001 | Accuracy: 0.853404255319149
TRAIN | Epoch: 108 | Loss: 0.1347275973436005 | Accuracy: 0.945177304964539
TEST | Epoch: 108 | Loss: 0.550756147219135 | Accuracy: 0.8541489361702128
TRAIN | Epoch: 109 | Loss: 0.1380467395794155 | Accuracy: 0.9442375886524823
TEST | Epoch: 109 | Loss: 0.5698973845492985 | Accuracy: 0.848563829787234
TRAIN | Epoch: 110 | Loss: 0.13694355057226426 | Accuracy: 0.9428368794326241
TEST | Epoch: 110 | Loss: 0.5620963983039143 | Accuracy: 0.8527127659574468
TRAIN | Epoch: 111 | Loss: 0.12838709371017495 | Accuracy: 0.9480141843971631
TEST | Epoch: 111 | Loss: 0.5470958854674843 | Accuracy: 0.8577659574468085
TRAIN | Epoch: 112 | Loss: 0.13014509204352667 | Accuracy: 0.946258865248227
TEST | Epoch: 112 | Loss: 0.5635540051579861 | Accuracy: 0.8576595744680852
TRAIN | Epoch: 113 | Loss: 0.13210796159387256 | Accuracy: 0.9463386524822694
TEST | Epoch: 113 | Loss: 0.5611256443768197 | Accuracy: 0.854468085106383
TRAIN | Epoch: 114 | Loss: 0.12942129258187984 | Accuracy: 0.9476684397163121
TEST | Epoch: 114 | Loss: 0.5619912819398538 | Accuracy: 0.8537234042553191
TRAIN | Epoch: 115 | Loss: 0.1385319069990791 | Accuracy: 0.9445390070921986
TEST | Epoch: 115 | Loss: 0.5686945925749024 | Accuracy: 0.851968085106383
TRAIN | Epoch: 116 | Loss: 0.13110372180562693 | Accuracy: 0.9456382978723404
TEST | Epoch: 116 | Loss: 0.5633853823675338 | Accuracy: 0.857872340425532
TRAIN | Epoch: 117 | Loss: 0.1282018016211412 | Accuracy: 0.9481117021276596
TEST | Epoch: 117 | Loss: 0.562664783986764 | Accuracy: 0.8563829787234043
TRAIN | Epoch: 118 | Loss: 0.1290920397518353 | Accuracy: 0.9461702127659575
TEST | Epoch: 118 | Loss: 0.5645342107573109 | Accuracy: 0.8539893617021277
TRAIN | Epoch: 119 | Loss: 0.12642759702171605 | Accuracy: 0.9476329787234042
TEST | Epoch: 119 | Loss: 0.562421472131404 | Accuracy: 0.8587765957446809
TRAIN | Epoch: 120 | Loss: 0.12958806756050148 | Accuracy: 0.946604609929078
TEST | Epoch: 120 | Loss: 0.5650681875549857 | Accuracy: 0.8528191489361702
TRAIN | Epoch: 121 | Loss: 0.1265389555755966 | Accuracy: 0.9488829787234042
TEST | Epoch: 121 | Loss: 0.5709667626238325 | Accuracy: 0.8551063829787234
TRAIN | Epoch: 122 | Loss: 0.12717606947577045 | Accuracy: 0.9480053191489362
TEST | Epoch: 122 | Loss: 0.5684027720290658 | Accuracy: 0.8562234042553192
TRAIN | Epoch: 123 | Loss: 0.12878352973357754 | Accuracy: 0.9479521276595745
TEST | Epoch: 123 | Loss: 0.5666574743250129 | Accuracy: 0.8556914893617021
TRAIN | Epoch: 124 | Loss: 0.13079288595098432 | Accuracy: 0.945709219858156
TEST | Epoch: 124 | Loss: 0.5799648240079045 | Accuracy: 0.8553191489361702
TRAIN | Epoch: 125 | Loss: 0.1270363476261644 | Accuracy: 0.9478723404255319
TEST | Epoch: 125 | Loss: 0.5734259665852568 | Accuracy: 0.8567553191489362
TRAIN | Epoch: 126 | Loss: 0.12851273540960478 | Accuracy: 0.9471808510638298
TEST | Epoch: 126 | Loss: 0.5815298026191529 | Accuracy: 0.8549468085106383
TRAIN | Epoch: 127 | Loss: 0.13454325996447467 | Accuracy: 0.9438386524822695
TEST | Epoch: 127 | Loss: 0.5762340693781982 | Accuracy: 0.8548404255319149
TRAIN | Epoch: 128 | Loss: 0.12442986824401894 | Accuracy: 0.9498581560283688
TEST | Epoch: 128 | Loss: 0.5656947579348004 | Accuracy: 0.8586702127659575
TRAIN | Epoch: 129 | Loss: 0.12463129371183206 | Accuracy: 0.9490070921985816
TEST | Epoch: 129 | Loss: 0.5803038528194652 | Accuracy: 0.8581382978723404
TRAIN | Epoch: 130 | Loss: 0.12066924849253456 | Accuracy: 0.950540780141844
TEST | Epoch: 130 | Loss: 0.5832938322977956 | Accuracy: 0.8559574468085106
TRAIN | Epoch: 131 | Loss: 0.12362084687521117 | Accuracy: 0.9488563829787234
TEST | Epoch: 131 | Loss: 0.5786840123012285 | Accuracy: 0.858563829787234
TRAIN | Epoch: 132 | Loss: 0.12153128204395845 | Accuracy: 0.950363475177305
TEST | Epoch: 132 | Loss: 0.5848890727401673 | Accuracy: 0.8556914893617021
TRAIN | Epoch: 133 | Loss: 0.12511958387751002 | Accuracy: 0.9474113475177305
TEST | Epoch: 133 | Loss: 0.5870523855594323 | Accuracy: 0.8520744680851063
TRAIN | Epoch: 134 | Loss: 0.12216006696174792 | Accuracy: 0.9497517730496454
TEST | Epoch: 134 | Loss: 0.5916868339176374 | Accuracy: 0.8580319148936171
TRAIN | Epoch: 135 | Loss: 0.1215618644308194 | Accuracy: 0.9515248226950355
TEST | Epoch: 135 | Loss: 0.580052656146842 | Accuracy: 0.8568085106382979
TRAIN | Epoch: 136 | Loss: 0.12453760117673739 | Accuracy: 0.9493173758865249
TEST | Epoch: 136 | Loss: 0.5814398635731338 | Accuracy: 0.853404255319149
TRAIN | Epoch: 137 | Loss: 0.1202507447791579 | Accuracy: 0.9510017730496454
TEST | Epoch: 137 | Loss: 0.5920824214472804 | Accuracy: 0.8554787234042553
TRAIN | Epoch: 138 | Loss: 0.12108784543411966 | Accuracy: 0.9503368794326241
TEST | Epoch: 138 | Loss: 0.5879553466299672 | Accuracy: 0.8547872340425532
TRAIN | Epoch: 139 | Loss: 0.11965324743555222 | Accuracy: 0.9516666666666667
TEST | Epoch: 139 | Loss: 0.5884649326464034 | Accuracy: 0.8550531914893617
TRAIN | Epoch: 140 | Loss: 0.12099668083257405 | Accuracy: 0.9510372340425531
TEST | Epoch: 140 | Loss: 0.5963091523076622 | Accuracy: 0.8545744680851064
TRAIN | Epoch: 141 | Loss: 0.12118701242890807 | Accuracy: 0.9508156028368794
TEST | Epoch: 141 | Loss: 0.5945973916680001 | Accuracy: 0.8554255319148936
TRAIN | Epoch: 142 | Loss: 0.11942275060899092 | Accuracy: 0.9511436170212766
TEST | Epoch: 142 | Loss: 0.6049406068518481 | Accuracy: 0.8559574468085106
TRAIN | Epoch: 143 | Loss: 0.11848272875326592 | Accuracy: 0.9512234042553191
TEST | Epoch: 143 | Loss: 0.6006678892038216 | Accuracy: 0.8536702127659574
TRAIN | Epoch: 144 | Loss: 0.12314647125921052 | Accuracy: 0.9497872340425532
TEST | Epoch: 144 | Loss: 0.5981533586811173 | Accuracy: 0.8537234042553191
TRAIN | Epoch: 145 | Loss: 0.118467360094622 | Accuracy: 0.9519769503546099
TEST | Epoch: 145 | Loss: 0.6035668994064174 | Accuracy: 0.8542021276595745
TRAIN | Epoch: 146 | Loss: 0.11888078757887245 | Accuracy: 0.9509663120567375
TEST | Epoch: 146 | Loss: 0.6045102261720583 | Accuracy: 0.8559042553191489
TRAIN | Epoch: 147 | Loss: 0.11944497871046379 | Accuracy: 0.9512234042553191
TEST | Epoch: 147 | Loss: 0.6139315077004268 | Accuracy: 0.8531914893617021
TRAIN | Epoch: 148 | Loss: 0.11998010358671869 | Accuracy: 0.949627659574468
TEST | Epoch: 148 | Loss: 0.6178103644555492 | Accuracy: 0.8543085106382978
TRAIN | Epoch: 149 | Loss: 0.11708348738726954 | Accuracy: 0.9529787234042553
TEST | Epoch: 149 | Loss: 0.5991112728261255 | Accuracy: 0.8559574468085106
TRAIN | Epoch: 150 | Loss: 0.12035895945807383 | Accuracy: 0.9502039007092199
TEST | Epoch: 150 | Loss: 0.609688360384789 | Accuracy: 0.8526063829787234
TRAIN | Epoch: 151 | Loss: 0.11811994954883334 | Accuracy: 0.9514893617021276
TEST | Epoch: 151 | Loss: 0.6049720572669427 | Accuracy: 0.8547340425531915
TRAIN | Epoch: 152 | Loss: 0.11703433277545375 | Accuracy: 0.9525709219858156
TEST | Epoch: 152 | Loss: 0.6089850881488005 | Accuracy: 0.855531914893617
TRAIN | Epoch: 153 | Loss: 0.11748618209920582 | Accuracy: 0.9525265957446809
TEST | Epoch: 153 | Loss: 0.6101924629483667 | Accuracy: 0.8509042553191489
TRAIN | Epoch: 154 | Loss: 0.11821358552219328 | Accuracy: 0.9522429078014184
TEST | Epoch: 154 | Loss: 0.6117986043167528 | Accuracy: 0.8543617021276596
TRAIN | Epoch: 155 | Loss: 0.11801276596662807 | Accuracy: 0.9507890070921986
